기업명,기업구분,모집분야,모집인원,고용형태,직급/직책,급여,근무시간,근무지주소,경력,학력,우대조건,스킬,핵심역량,기업URL,domain_id,domain_name,_matched_master_skills
법무법인(유)광장,,모집분야 전산실 신입,○명,정규직 | (수습 3개월),팀원,회사 내규에 따름,주5일(월~금) | 09:00 ~ 18:00,서울 중구 남대문로2가 118 한진빌딩 본관 18층 | 지도보기,신입,대졸이상 | (졸업예정자 가능),"국가유공자, 장애인, 유관업무 경험자(인턴·알바)",".Net, ASP.NET, C#, CSS, Git, HTML, JAVA, Javascript, MSSQL, DevExpress",,https://www.jobkorea.co.kr/Recruit/GI_Read/48703354?rPageCode=SL&logpath=21&sn=6&sc=612,10008,기관협회,"ASP.NET, C#, CSS, Git, HTML, Java, JavaScript, MSSQL"
법무법인(유)광장,,모집분야 전산실 경력직,○명,정규직 | (수습 3개월),팀원,회사 내규에 따름,주5일(월~금) | 09:00 ~ 18:00,서울 중구 남대문로2가 118 한진빌딩 본관 18층 | 지도보기,(7년이상),대졸이상 | (졸업예정자 가능),"국가유공자, 장애인, 유관업무 경험자(인턴·알바)",".Net, ASP.NET, C#, Git, HTML, MSSQL, RDBMS, WinForm, DevOps",,https://www.jobkorea.co.kr/Recruit/GI_Read/48703306?rPageCode=SL&logpath=21&sn=6&sc=612,10008,기관협회,"ASP.NET, C#, Git, HTML, MSSQL, RDBMS"
㈜에이로봇,,모집분야 2026년 상반기 경력직 채용,○○명,"계약직 | (근무기간 3개월, 정규직 전환 가능)",,회사 내규에 따름 (면접 후 결정),주5일(월~금) | 10:00 ~ 19:00,경기 안산시 상록구 한양대학로 55 (사동) 창업보육센터 405호 | 지도보기,(2년이상),대졸이상,,"C++, Pytorch, Solidworks, Tensorflow, Ubuntu, CATIA, NX, Ros2, KICAD, VLA",,https://www.jobkorea.co.kr/Recruit/GI_Read/48702111?rPageCode=SL&logpath=21&sn=6&sc=612,10008,기관협회,"C/C++, PyTorch, TensorFlow, ROS2"
진안전컨설팅㈜,,모집분야 AI 기반 웹 플랫폼 신입 개발자,○명,"정규직 | , | 계약직 | (근무기간 3개월, 정규직 전환 가능)","사원급, 주임~대리급 | 팀원","연봉 3,600~4,200만원",주5일(월~금) | 09:00 ~ 18:00,서울 강남구 밤고개로1길 10 (수서동) 수서현대벤쳐빌 728호 | 지도보기,경력무관,학력무관,"컴퓨터활용능력 우수자, 유관업무 경험자(인턴·알바), 유관업무 경력자(1년)","API, Docker, Javascript, Node.js, Python, SQL, SQLite, 풀스택, Vector, Embedding","계획성, | 성실성, | 꼼꼼함, | 적응성, | 협동심",https://www.jobkorea.co.kr/Recruit/GI_Read/48701700?rPageCode=SL&logpath=21&sn=6&sc=611,10008,기관협회,"API, Docker, JavaScript, Node.js, Python, SQL"
한국자치경제연구원,,모집분야 학술 연구 분야 연구보조원 채용,○명,정규직 | (수습 2개월),면접 후 결정,회사 내규에 따름 (면접 후 결정),주5일(월~금) | 09:00 ~ 18:00,제주 제주시 과원북4길 89 (연동) 주홍빌딩 4층 | 지도보기,경력무관,대졸이상 | (졸업예정자 가능),"컴퓨터활용능력 우수자, 통계분석·리서치 능숙자, 프리젠테이션 능력우수자, 엑셀 고급능력 보유자, 문서작성 우수자, 포토샵 능숙자, 석사학위 수여자, 관련 학과 전공자, 관련 자격증 보유자, 유관업무 경력자 | 컴퓨터활용능력 1급, ITQ 한글파워포인트","Excel, PowerPoint, SPSS, 컴퓨터활용능력","성실성, | 협동심, | 꼼꼼함, | 적응성, | 창의성, | 계획성",https://www.jobkorea.co.kr/Recruit/GI_Read/48698643?rPageCode=SL&logpath=21&sn=6&sc=611,10008,기관협회,SPSS
송파여성인력개발센터,,모집분야 Java&Spring 백엔드개발자 교육생 모집,15명,연수생/교육생 | (교육기간 6개월),,회사 내규에 따름 (면접 후 결정),주5일(월~금) | 09:20 ~ 17:50,서울 송파구 가락동 83-7 대호빌딩 2층 | 지도보기,경력무관,대졸이상 | (졸업예정자 가능),,"API, AWS, JAVA, MSSQL, Node.js, Python, React, Spring Boot, AI Agent, Chatbot",,https://www.jobkorea.co.kr/Recruit/GI_Read/48694345?rPageCode=SL&logpath=21&sn=6&sc=611,10008,기관협회,"API, AWS, Java, MSSQL, Node.js, Python, React, Spring Boot"
㈜라이언앤코,,모집분야 웹 디자이너,1명,"계약직 | (근무기간 11개월, 정규직 전환 가능)",면접 후 결정,회사 내규에 따름 (면접 후 결정),주5일(월~금) | 09:00 ~ 18:00 | 점심시간 12:00~13:00,"서울 강남구 삼성로 434 (대치동, 익성대치) 10, 12층 | 지도보기",(3년이상),초대졸이상,"컴퓨터활용능력 우수자, 포토샵 능숙자, 관련 학과 전공자, 관련 자격증 보유자, 유관업무 경력자, 퍼블리싱 경험자","CSS, HTML, Javascript, Jquery",,https://www.jobkorea.co.kr/Recruit/GI_Read/48692182?rPageCode=SL&logpath=21&sn=6&sc=611,10008,기관협회,"CSS, HTML, JavaScript, jQuery"
㈔환경실천연합회,,모집분야 웹관리자,○명,정규직 | (수습 2개월),사원급 | 팀원,회사 내규에 따름 (면접 후 결정),주5일(월~금) | 09:00 ~ 18:00,"서울 서초구 효령로 43 (방배동, 아이티타워빌딩) 2층(환경실천연합회) | 지도보기",신입·경력,초대졸이상 | (졸업예정자 가능),"봉사활동 경험, 운전가능자, 관련 자격증 보유자 | 1종보통운전면허, 2종보통운전면허","CSS, HTML, JAVA, Javascript","계획성, | 성실성, | 꼼꼼함, | 창의성, | 협동심",https://www.jobkorea.co.kr/Recruit/GI_Read/48672595?rPageCode=SL&logpath=21&sn=6&sc=611,10008,기관협회,"CSS, HTML, Java, JavaScript"
㈜인앤아웃코퍼레이션,,모집분야 콘텐츠 마케터,○명,정규직 | (수습 3개월),,회사 내규에 따름 (면접 후 결정),주5일(월~금) | 09:00 ~ 18:00,"서울 마포구 백범로31길 21 (공덕동, 창업허브별관) 2층 | 지도보기",(3년이상),대졸이상,"국내외 소비재 브랜드 운영 경험, 이커머스 브랜드 창업 경험, 이커머스 플랫폼 운영 또는 입점 경험, 브랜드 론칭 및 PB 상품 기획 경험","Google Analytics, ChatGPT, Midjourney, Gemini",,https://www.jobkorea.co.kr/Recruit/GI_Read/48680533?rPageCode=SL&logpath=21&sn=6&sc=611,10008,기관협회,Google Analytics
한영회계법인,,모집분야 컨설팅부문 AI팀 인턴,○명,"인턴 | (근무기간 3개월, 정규직 전환 가능)",,회사 내규에 따름,주5일(월~금) | 09:00 ~ 18:00,"서울 영등포구 여의공원로 111 (여의도동, 여의도태영빌딩) | 지도보기",신입,대졸이상,,Python,,https://www.jobkorea.co.kr/Recruit/GI_Read/48679614?rPageCode=SL&logpath=21&sn=6&sc=612,10008,기관협회,Python
선영회계법인,,모집분야 환급매니저,○명,정규직 | (수습 3개월),,회사 내규에 따름 (면접 후 결정),주5일(월~금) | 09:00 ~ 18:00 | 탄력근무제 | 9:00 ~ 10:00 시차출퇴근,"서울 강남구 테헤란로70길 12 (대치동, H 타워) 6층 | 지도보기",(2년이상),초대졸이상,유관업무 경력자,Google Analytics,,https://www.jobkorea.co.kr/Recruit/GI_Read/48677641?rPageCode=SL&logpath=21&sn=6&sc=611,10008,기관협회,Google Analytics
덴탈마스터컨설팅,,모집분야 온라인 마케터 브랜딩콘텐츠홍보 운영,1명,"정규직 | (협의) | , | 계약직 | (근무기간 3개월, 정규직 전환 가능)","사원급, 주임~대리급 | 팀원",회사 내규에 따름 (면접 후 결정),주5일(월~금) | 10:00 ~ 19:00,"서울 강남구 개포로 628 (일원동, 현대빌딩) 4층 (401.402호) | 지도보기",경력무관,학력무관,"컴퓨터활용능력 우수자, 통계분석·리서치 능숙자, 프리젠테이션 능력우수자, 유관업무 경험자(인턴·알바), 엑셀 고급능력 보유자, 문서작성 우수자, 유관업무 경력자, 즉시출근 가능자","Google Analytics, Google Optimize, Tableau, Amplitude, AppsFlyer, Slack, 워드프레스, 컴퓨터활용능력","계획성, | 성실성, | 꼼꼼함, | 적응성, | 창의성, | 성장지향성",https://www.jobkorea.co.kr/Recruit/GI_Read/48677316?rPageCode=SL&logpath=21&sn=6&sc=611,10008,기관협회,"Google Analytics, Google Optimize, Tableau"
(주)와이즈인컴퍼니,,모집분야 리서치 연구원,○명,정규직 | (수습 3개월),사원급 | 팀원,회사 내규에 따름 (면접 후 결정),주5일(월~금) | 09:00 ~ 18:00,"서울 강남구 언주로 309 (역삼동, 기성빌딩) 3층 | 지도보기",경력무관,대졸이상 | (졸업예정자 가능),"컴퓨터활용능력 우수자, 통계분석·리서치 능숙자, 프리젠테이션 능력우수자, 문서작성 우수자, 관련 학과 전공자","Excel, SPSS, 컴퓨터활용능력","성실성, | 꼼꼼함, | 적응성, | 협동심, | 성장지향성",https://www.jobkorea.co.kr/Recruit/GI_Read/48664864?rPageCode=SL&logpath=21&sn=6&sc=611,10008,기관협회,SPSS
재단법인 국제예술문화재단,,문화 예술 영상 중심 디지털 콘텐츠 · 시각디자인 · SNS 마케팅 담당,1명,"정규직 | , | 계약직",사원급,회사 내규에 따름,주5일(월~금) | 09:00 ~ 18:00,서울 종로구 삼청동 54 | 지도보기,경력무관,대졸이상,,Google Analytics,,https://www.jobkorea.co.kr/Recruit/GI_Read/48661645?rPageCode=SL&logpath=21&sn=6&sc=611,10008,기관협회,Google Analytics
Kim & Chang (김앤장 법률사무소),,"모집분야 IT분야_IT 운영, 정보보안",○명,정규직 | (수습 3개월),,회사 내규에 따름,주5일(월~금) | 09:00 ~ 18:00,"서울 종로구 사직로8길 39 (내자동, 세양빌딩) | 지도보기",신입·경력 | (3년이상),대졸이상 | (졸업예정자 가능),"유관업무 경험자(인턴·알바), 유관업무 경력자 | MCSE, MCP, CCNA","AWS, Azure, CCNA, Splunk, CCNP 자격, MCSE 자격, OCP 자격, DBA, MCP, LPI",,https://www.jobkorea.co.kr/Recruit/GI_Read/48659773?rPageCode=SL&logpath=21&sn=6&sc=612,10008,기관협회,"AWS, Azure"
㈜에브리리서치,,모집분야 여론조사 연구원,2명,정규직 | (수습 3개월),면접 후 결정,"연봉 3,500~3,500만원 (면접 후 결정)",주5일(월~금) | 09:00 ~ 18:00,"서울 영등포구 국회대로 800 (여의도동, 여의도파라곤) 313호 | 지도보기",경력무관,대졸이상,사회조사분석사 2급,"Excel, PowerPoint, SPSS, 한컴",,https://www.jobkorea.co.kr/Recruit/GI_Read/48648092?rPageCode=SL&logpath=21&sn=6&sc=611,10008,기관협회,SPSS
세종경영자문㈜,,모집분야 디지털 컨설팅 부문 컨설턴트 모집-신입,○명,정규직 | (수습 3개월),사원급 | 팀원,"연봉 3,600만원 이상 (면접 후 결정)",주5일(월~금) | 09:00 ~ 18:00 | 휴게시간 12:30~13:30,서울 종로구 새문안로5길 13 (당주동) 변호사회관 6층 | 지도보기,신입,대졸이상,"컴퓨터활용능력 우수자, 통계분석·리서치 능숙자, 프리젠테이션 능력우수자, 엑셀 고급능력 보유자, 문서작성 우수자, 관련 학과 전공자, R, R-Shiny, 파이썬 등 통계 프로그램 기반의 데이터 분석 경험자, 소프트웨어 개발가능자 | 이공계열, 상경계열, 자연계열","Python, R, SPSS, Minitab",,https://www.jobkorea.co.kr/Recruit/GI_Read/48652853?rPageCode=SL&logpath=21&sn=6&sc=611,10008,기관협회,"Python, R, SPSS"
대주회계법인,,모집분야 IT팀 팀원,1명,정규직 | (수습 3개월),"사원급, 주임~대리급",회사 내규에 따름 (면접 후 결정),주5일(월~금) | 09:00 ~ 18:00,"서울 강남구 남부순환로 2913 (대치동, 동하빌딩) | 지도보기",(2년이상),초대졸이상,"영어가능자, 관련 학과 전공자","Azure, CISCO, Window, ISMS, 유지보수, 기술지원, H, W, infra, M365, S, W",,https://www.jobkorea.co.kr/Recruit/GI_Read/48651943?rPageCode=SL&logpath=21&sn=6&sc=611,10008,기관협회,Azure
세종경영자문㈜,,모집분야 디지털 컨설팅 부문 팀장/본부장 모집 - 경력,○명,정규직 | (수습 3개월),"팀장/매니저/실장, 본부장/센터장","연봉 7,200만원 이상 (면접 후 결정)",주5일(월~금) | 09:00 ~ 18:00 | 휴게시간 12:30~13:30,서울 종로구 새문안로5길 13 (당주동) 변호사회관 6층 | 지도보기,(5년이상),대졸이상,"컴퓨터활용능력 우수자, 통계분석·리서치 능숙자, 프리젠테이션 능력우수자, 엑셀 고급능력 보유자, 문서작성 우수자, 석사학위 수여자, 박사학위 수여자, 관련 학과 전공자, 유관업무 경력자(5년), R, R-Shiny, 파이썬 등 통계 프로그램 기반의 데이터 분석 경험자 | 이공계열, 상경계열, 자연계열","Python, R, SPSS, Minitab",,https://www.jobkorea.co.kr/Recruit/GI_Read/48648394?rPageCode=SL&logpath=21&sn=6&sc=611,10008,기관협회,"Python, R, SPSS"
(재)2027서울세계청년대회조직위원회,,"모집분야 홈페이지 편집, 소셜미디어, 그래픽 디자인,",○명,계약직,,회사 내규에 따름 (면접 후 결정),주5일(월~금) | 09:00 ~ 18:00,"서울 중구 명동길 74 (명동2가, 명동성당) 5층 WYD사무국 | 지도보기",경력무관,대졸이상,[영어] TOEIC(Speaking) | [스페인어] FLEX 스페인어,"HTML, Adobe XD, UX UI",,https://www.jobkorea.co.kr/Recruit/GI_Read/48647453?rPageCode=SL&logpath=21&sn=6&sc=612,10008,기관협회,HTML
㈜컬러플레이스,,모집분야 영상편집 주컬러플레이스 영상편집&웹 디자이너,1명,"계약직 | (근무기간 1년, 정규직 전환 가능)",,"연봉 3,300만원 이상 (면접 후 결정)",주5일(월~금) | 10:00 ~ 19:00,서울 강남구 봉은사로30길 54 (역삼동) 5층 | 지도보기,(3년이상),초대졸이상,"영어가능자, 중국어가능자","HTML, Figma, Illustrator",,https://www.jobkorea.co.kr/Recruit/GI_Read/48646592?rPageCode=SL&logpath=21&sn=6&sc=611,10008,기관협회,HTML
㈜인사이트코리아,,모집분야 공공부문 리서치-성과조사 및 분석,1명,정규직 | (수습 3개월),면접 후 결정,회사 내규에 따름 (면접 후 결정),주5일(월~금) | 09:00 ~ 18:00,"서울 서초구 사평대로22길 55 (반포동, 대선빌딩) | 지도보기",신입,대졸이상 | (졸업예정자 가능),"컴퓨터활용능력 우수자, 통계분석·리서치 능숙자, 유관업무 경험자(인턴·알바), 문서작성 우수자, 관련 학과 전공자 | 행정학과, 사회과학계열, 통계학과(인문사회)","Excel, PowerPoint, SPSS, 워드",,https://www.jobkorea.co.kr/Recruit/GI_Read/48641752?rPageCode=SL&logpath=21&sn=6&sc=611,10008,기관협회,SPSS
한국에프알에이 유한회사,,모집분야 Forensic 및 eDiscovery 전문가,○명,정규직 | (수습 6개월),"주임~대리급, 과장~차장급 | 팀원",회사 내규에 따름 (면접 후 결정),주5일(월~금) | 09:00 ~ 18:00 | 탄력근무제,"서울 강남구 테헤란로98길 8 (대치동, KOSMO DAECHI) 7층 한국FRA | 지도보기",(3년이상),대졸이상,"영어가능자, 컴퓨터활용능력 우수자, 엑셀 고급능력 보유자, 문서작성 우수자, 석사학위 수여자, 관련 자격증 보유자 | 컴퓨터공학과, 정보보안학과, 포렌식정보보호과","Python, SQL, Encase, X-ways, Axiom, nuix, Relativity, Mobile Forensic",,https://www.jobkorea.co.kr/Recruit/GI_Read/48634472?rPageCode=SL&logpath=21&sn=6&sc=611,10008,기관협회,"Python, SQL"
㈜브랜드포럼,,모집분야 브랜드 마케팅,○○명,정규직 | (수습 3개월),,회사 내규에 따름 (면접 후 결정),주5일(월~금) | 09:00 ~ 18:00 | 점심시간 12:00 - 13:00 제외,"서울 강서구 화곡로68길 82 (등촌동, 강서아이티밸리) 1103호 | 지도보기",,대졸이상,"컴퓨터활용능력 우수자, 문서작성 우수자, 장기근무 가능자","Google Analytics, Excel, GTQ 자격, Microsoft Office, 망고보드, 컴퓨터활용능력, 프레젠테이션","성실성, | 꼼꼼함, | 스트레스관리, | 성장지향성, | 성취지향성, | 계획성",https://www.jobkorea.co.kr/Recruit/GI_Read/48633794?rPageCode=SL&logpath=21&sn=6&sc=611,10008,기관협회,Google Analytics
나은세무회계,,모집분야 법인세 신고 아르바이트,1명,아르바이트 | (협의),,"일급 150,000원",주5일(월~금) | 09:30 ~ 18:00,"경기 남양주시 순화궁로 249 (별내동, 별내역파라곤스퀘어) M동 1801호 | 지도보기",(5년이상),학력무관,"컴퓨터활용능력 우수자, 유관업무 경험자(인턴·알바), 엑셀 고급능력 보유자, 회계프로그램 능숙자, 유관업무 경력자(3년)",SPSS,,https://www.jobkorea.co.kr/Recruit/GI_Read/48630761?rPageCode=SL&logpath=21&sn=6&sc=611,10008,기관협회,SPSS
서비스점검25,,모집분야 교육개발,1명,정규직,사원급,"연봉 30,000~30,000만원 (면접 후 결정)",주5일(월~금) | 09:00 ~ 18:00,서울 서초구 서초대로74길 14 (서초동) 더에셋 9층 | 지도보기,신입,학력무관,,"라즈베리파이, 2종보통운전면허, i-cube, JLPT, RCMS, TESOL 자격, TOEFL, TOEIC, VBA",,https://www.jobkorea.co.kr/Recruit/GI_Read/48623535?rPageCode=SL&logpath=21&sn=6&sc=611,10008,기관협회,Raspberry Pi
㈔중대안전보건예방협회,,모집분야 마케팅,1명,정규직 | (수습 3개월),사원급 | 팀원,회사 내규에 따름 (면접 후 결정),주5일(월~금) | 08:00 ~ 17:00 | 탄력근무제,"서울 금천구 가산디지털1로 168 (가산동, 우림라이온스밸리) B동 910호 | 지도보기",신입·경력 | (1년이상),초대졸이상,"인근거주자, 컴퓨터활용능력 우수자, 유관업무 경험자(인턴·알바), 관련 학과 전공자, 관련 자격증 보유자, 즉시출근 가능자","Google Analytics, Excel, PowerPoint, CS, ChatGPT, Gemini, Ai","성실성, | 꼼꼼함, | 협동심, | 성장지향성, | 창의성, | 성취지향성, | 계획성",https://www.jobkorea.co.kr/Recruit/GI_Read/48623449?rPageCode=SL&logpath=21&sn=6&sc=611,10008,기관협회,Google Analytics
